Name,Phone,Address,Yelp_URL
"Time Out Market New York","+19178104855","55 Water St, Brooklyn, NY 11201","https://www.yelp.com/biz/time-out-market-new-york-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Obao","+12122458880","647 9th Ave, New York, NY 10036","https://www.yelp.com/biz/obao-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Nubiani","+19176230807","315 5th Ave, Fl 3, New York, NY 10016","https://www.yelp.com/biz/nubiani-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Thai Villa","+12128029999","5 E 19th St, G Floor, New York, NY 10003","https://www.yelp.com/biz/thai-villa-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Mắm","Not available","70 Forsyth St, New York, NY 10002","https://www.yelp.com/biz/m%E1%BA%AFm-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Au Cheval","+16463502429","33 Cortlandt Aly, New York, NY 10013","https://www.yelp.com/biz/au-cheval-new-york-7?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Joe's Shanghai","+12122338888","46 Bowery St, New York, NY 10013","https://www.yelp.com/biz/joes-shanghai-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Red Onion","+16466091355","277 East 10th St, New York, NY 10009","https://www.yelp.com/biz/red-onion-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Golden Diner","+19174727800","123 Madison St, New York, NY 10002","https://www.yelp.com/biz/golden-diner-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Kisa","+16468668622","205 Allen St, New York, NY 10002","https://www.yelp.com/biz/kisa-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Barbalu - Brooklyn","+13472944287","68 Bergen St, Brooklyn, NY 11201","https://www.yelp.com/biz/barbalu-brooklyn-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Los Tacos No.1","+12125744696","229 W 43rd St, New York, NY 10036","https://www.yelp.com/biz/los-tacos-no-1-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Evelina","+19292980209","211 Dekalb Ave, Brooklyn, NY 11205","https://www.yelp.com/biz/evelina-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Em Vietnamese Bistro","+17188757888","57 Front St, Brooklyn, NY 11201","https://www.yelp.com/biz/em-vietnamese-bistro-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Rice Thief","+19178327108","39-37 30th St, Long Island City, NY 11101","https://www.yelp.com/biz/rice-thief-long-island-city?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Westville","+17186185699","81 Washington St, Brooklyn, NY 11201","https://www.yelp.com/biz/westville-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Pecking House","+17182693452","244 Flatbush Ave, Brooklyn, NY 11217","https://www.yelp.com/biz/pecking-house-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Friedman's","+12129719400","138 W 31st St, New York, NY 10001","https://www.yelp.com/biz/friedmans-new-york-71?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Otis","+16468860601","18 Harrison Pl, Brooklyn, NY 11206","https://www.yelp.com/biz/otis-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Hometown Bar-B-Que","+13472944644","454 Van Brunt St, Brooklyn, NY 11231","https://www.yelp.com/biz/hometown-bar-b-que-brooklyn-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"LumLum ","+16466844618","404 W 49th, New York, NY 10019","https://www.yelp.com/biz/lumlum-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Nura","+13476721222","46 Norman Ave, Brooklyn, NY 11222","https://www.yelp.com/biz/nura-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Kimura","+19179051864","31 St Marks Pl, New York, NY 10003","https://www.yelp.com/biz/kimura-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Pastis","+12129294844","52 Gansevoort St, New York, NY 10014","https://www.yelp.com/biz/pastis-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"JeJu Noodle Bar","+16466660947","679 Greenwich St, New York, NY 10014","https://www.yelp.com/biz/jeju-noodle-bar-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The Little Pig","+17189549901","497 Atlantic Ave, Brooklyn, NY 11217","https://www.yelp.com/biz/the-little-pig-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Elephant District","+18453143606","9 Old Fulton St, Brooklyn, NY 11201","https://www.yelp.com/biz/elephant-district-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Shu Jiao Fu Zhou","+12126252532","295 Grand St, New York, NY 10002","https://www.yelp.com/biz/shu-jiao-fu-zhou-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Cecily","Not available","80 Franklin St, Brooklyn, NY 11222","https://www.yelp.com/biz/cecily-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Alice Restaurant","+12126914886","126 W 13th St, New York, NY 10011","https://www.yelp.com/biz/alice-restaurant-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Don Neo Fusion Japanese Izakaya","+17185763226","142 Montague St, Fl 2, Brooklyn, NY 11201","https://www.yelp.com/biz/don-neo-fusion-japanese-izakaya-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Alta Calidad","+17186221111","552 Vanderbilt Ave, Brooklyn, NY 11238","https://www.yelp.com/biz/alta-calidad-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Pranakhon Thai Restaurant","+12127866789","88 University Pl, New York, NY 10003","https://www.yelp.com/biz/pranakhon-thai-restaurant-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Sunday In Brooklyn","+13472226722","348 Wythe Ave, Brooklyn, NY 11249","https://www.yelp.com/biz/sunday-in-brooklyn-brooklyn-7?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The Rogue Panda","+13055045191","55 Water St, Ste 5, Brooklyn, NY 11201","https://www.yelp.com/biz/the-rogue-panda-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Frena","+16465031464","773 10th Ave, New York, NY 10019","https://www.yelp.com/biz/frena-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The Flatiron Room Murray Hill","+12127253866","9 E 37th St, New York, NY 10016","https://www.yelp.com/biz/the-flatiron-room-murray-hill-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Noodle Pudding","+17186253737","38 Henry St, Brooklyn, NY 11201","https://www.yelp.com/biz/noodle-pudding-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Lingo","+13475294584","27 Greenpoint Ave, Brooklyn, NY 11222","https://www.yelp.com/biz/lingo-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Wenwen","+16469015644","1025 Manhattan Ave, Brooklyn, NY 11222","https://www.yelp.com/biz/wenwen-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Chama Mama ","+13476892725","121 Montague St, Brooklyn, NY 11201","https://www.yelp.com/biz/chama-mama-brooklyn-4?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Forma Pasta Factory","+17183492009","14 Bedford Ave, Brooklyn, NY 11222","https://www.yelp.com/biz/forma-pasta-factory-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"RH Rooftop Restaurant at RH New York","+12122172210","9 9th Ave, New York, NY 10014","https://www.yelp.com/biz/rh-rooftop-restaurant-new-york-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Dim Sum Palace","+12125874277","27 Division St, New York, NY 10002","https://www.yelp.com/biz/dim-sum-palace-new-york-16?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Botte Brooklyn","+17185865090","327 Gold St, Brooklyn, NY 11201","https://www.yelp.com/biz/botte-brooklyn-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Wayla","+12122062500","100 Forsyth St, Basement, New York, NY 10002","https://www.yelp.com/biz/wayla-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Al Badawi","+17186895888","151 Atlantic Ave, Brooklyn, NY 11201","https://www.yelp.com/biz/al-badawi-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Au Za'atar","+12126253982","1063 1st Ave, New York, NY 10022","https://www.yelp.com/biz/au-zaatar-new-york-5?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Thai Diner","+16465594140","186 Mott St, New York, NY 10012","https://www.yelp.com/biz/thai-diner-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Din Soup Dumplings","+17185503888","162 Montague St, Brooklyn, NY 11201","https://www.yelp.com/biz/din-soup-dumplings-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Ozakaya","+19294565956","635 Vanderbilt Ave, Brooklyn, NY 11238","https://www.yelp.com/biz/ozakaya-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Taboonette","+12125107881","30 E 13th St, New York, NY 10003","https://www.yelp.com/biz/taboonette-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Red Hook Tavern","+19179666094","329 Van Brunt St, Brooklyn, NY 11231","https://www.yelp.com/biz/red-hook-tavern-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Sea Salt","+19172614443","1123 1st Ave, New York, NY 10065","https://www.yelp.com/biz/sea-salt-new-york-5?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Hav & Mar","+12123288041","245 11th Ave, New York, NY 10001","https://www.yelp.com/biz/hav-and-mar-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Raices Argentina","+13472944018","667 5th Ave, Brooklyn, NY 11215","https://www.yelp.com/biz/raices-argentina-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"K'Far - Brooklyn","+17182157100","97 Wythe Ave, Brooklyn, NY 11249","https://www.yelp.com/biz/kfar-brooklyn-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Bangkok Supper Club","+16463441733","641 Hudson St, New York, NY 10014","https://www.yelp.com/biz/bangkok-supper-club-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Osteria Del Porto","+16465906053","212 Front St, New York, NY 10038","https://www.yelp.com/biz/osteria-del-porto-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Chow House 德悦轩","+12128371021","181 Bleecker St, New York, NY 10012","https://www.yelp.com/biz/chow-house-%E5%BE%B7%E6%82%A6%E8%BD%A9-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Buntopia","+13474353660","994 Broadway, Brooklyn, NY 11221","https://www.yelp.com/biz/buntopia-brooklyn?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Paesano of Mulberry Street","+12129651188","136 Mulberry St, New York, NY 10013","https://www.yelp.com/biz/paesano-of-mulberry-street-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Shuka","+12124757500","38 MacDougal St, New York, NY 10012","https://www.yelp.com/biz/shuka-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Mezze on the River","+12124321451","375 S End Ave, New York, NY 10280","https://www.yelp.com/biz/mezze-on-the-river-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"THEP Thai Restaurant","+12128999995","1439 2nd Ave, New York, NY 10021","https://www.yelp.com/biz/thep-thai-restaurant-new-york-5?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Zhego NYC","+13476423166","38-4 61st St, Woodside, NY 11377","https://www.yelp.com/biz/zhego-nyc-woodside?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Park Avenue Tavern","+12128674484","99 Park Ave, New York, NY 10016","https://www.yelp.com/biz/park-avenue-tavern-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Okonomi","+19292950480","150 Ainslie St, Brooklyn, NY 11211","https://www.yelp.com/biz/okonomi-brooklyn-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Cobble Fish","+12122102997","89 S St, Pier 16, New York, NY 10038","https://www.yelp.com/biz/cobble-fish-new-york-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"L&B Spumoni Gardens","+17185964646","46 Old Fulton St, Brooklyn, NY 11201","https://www.yelp.com/biz/l-and-b-spumoni-gardens-brooklyn-5?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Vineapple","+13477991035","71 Pineapple St, Brooklyn, NY 11201","https://www.yelp.com/biz/vineapple-brooklyn-4?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Chef Huang Jian Bing & Peking Duck","+16469186065","635 2nd Ave, New York, NY 10016","https://www.yelp.com/biz/chef-huang-jian-bing-and-peking-duck-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Bourbon Steak","+12124845120","160 Central Park S, JW Marriott Essex, New York, NY 10019","https://www.yelp.com/biz/bourbon-steak-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"The Standard East Village","+12124755700","25 Cooper Sq, New York, NY 10003","https://www.yelp.com/biz/the-standard-east-village-new-york-3?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Olle","+16463689922","11 E 30th St, New York, NY 10016","https://www.yelp.com/biz/olle-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"Naked Dog","+19293378096","47 Java St, Brooklyn, NY 11222","https://www.yelp.com/biz/naked-dog-brooklyn-2?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"wagamama - midtown","+13329006111","100 W 55th St, New York, NY 10019","https://www.yelp.com/biz/wagamama-midtown-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
"L'Artusi","+12122555757","228 W 10th St, New York, NY 10014","https://www.yelp.com/biz/l-artusi-new-york?adjust_creative=UXC-7DhMRmbl5j3r-4UbkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=UXC-7DhMRmbl5j3r-4UbkA"
